cidade,dt,r1,r2,r3,r4,tmin,tmax,wmx,c1,c2,c3,c4
Acrelândia - AC,2026-06-02,0.28,0.19,0.0,0.0,22.63,32.76,6.63,0,0,0,0
Acrelândia - AC,2026-06-03,0.33,0.26,0.0,0.0,22.29,32.25,8.88,0,0,0,0
Acrelândia - AC,2026-06-04,0.16,0.01,0.0,0.0,21.6,32.62,7.9,0,0,0,0
Acrelândia - AC,2026-06-05,0.05,0.0,0.0,0.0,21.73,32.48,6.82,0,0,0,0
Acrelândia - AC,2026-06-06,0.19,0.22,0.06,0.0,22.31,32.19,6.72,0,1,0,0
Acrelândia - AC,2026-06-07,0.39,0.3,0.06,0.23,22.53,31.52,5.5,0,1,0,0
Acreúna - GO,2026-05-29,0.0,0.0,0.0,0.0,19.63,29.6,4.16,0,0,0,0
Acreúna - GO,2026-05-30,0.0,0.0,0.0,0.0,18.78,30.38,4.76,0,1,0,0
Acreúna - GO,2026-05-31,0.0,0.0,0.0,0.0,17.98,30.08,7.11,0,0,0,0
Acreúna - GO,2026-06-01,0.0,0.0,0.0,0.0,16.94,30.42,8.55,0,0,0,0
Acreúna - GO,2026-06-02,0.0,0.0,0.0,0.0,16.04,29.73,10.82,0,0,0,0
Acreúna - GO,2026-06-03,0.0,0.0,0.0,0.0,15.67,29.41,8.03,0,0,0,0
Acreúna - GO,2026-06-04,0.0,0.0,0.0,0.0,15.91,29.69,8.18,0,0,0,0
Acreúna - GO,2026-06-05,0.0,0.0,0.0,0.0,13.94,27.98,10.01,0,0,0,0
Acreúna - GO,2026-06-06,0.0,0.0,0.0,0.0,13.19,25.97,7.77,0,0,0,0
Acreúna - GO,2026-06-07,0.0,0.0,0.0,0.0,13.5,26.74,4.76,0,0,0,0
Açu - RN,2026-05-29,0.24,0.58,1.12,3.34,24.45,31.63,14.34,0,2,2,2
Açu - RN,2026-05-30,2.41,0.68,0.28,0.15,23.13,29.53,11.76,3,2,1,0
Açu - RN,2026-05-31,0.0,0.0,0.16,0.09,22.95,32.89,12.96,0,1,0,0
Açu - RN,2026-06-01,0.0,0.0,0.16,0.1,23.19,33.26,11.48,0,1,0,0
Açu - RN,2026-06-02,0.0,0.04,0.62,0.48,24.26,32.76,11.09,0,1,0,0
Açu - RN,2026-06-03,0.82,1.2,1.09,0.26,24.04,31.56,9.04,0,1,1,0
Açu - RN,2026-06-04,0.58,1.61,0.52,0.11,24.01,32.59,16.46,1,1,2,0
Açu - RN,2026-06-05,0.2,0.23,0.42,0.16,24.16,32.66,18.12,0,2,1,1
Açu - RN,2026-06-06,0.09,0.12,0.41,0.14,23.91,32.75,18.03,0,3,2,1
Açu - RN,2026-06-07,0.02,0.04,0.22,0.03,22.65,32.77,17.2,0,3,1,0
Açucena - MG,2026-05-29,0.51,0.0,0.08,0.25,17.2,23.66,9.0,2,2,1,2
Açucena - MG,2026-05-30,0.42,0.0,0.0,0.0,15.16,21.85,7.09,2,2,0,0
Açucena - MG,2026-05-31,0.22,0.0,0.0,0.0,16.6,26.61,3.88,0,1,0,0
Açucena - MG,2026-06-01,0.55,0.55,0.84,0.95,16.29,26.61,5.49,0,0,0,1
Açucena - MG,2026-06-02,1.06,0.41,1.28,0.86,16.07,24.04,4.53,3,1,0,2
Açucena - MG,2026-06-03,0.98,0.15,0.2,0.05,15.13,23.31,5.46,2,1,1,1
Açucena - MG,2026-06-04,0.37,0.0,0.11,0.01,14.07,22.97,7.28,1,1,1,2
Açucena - MG,2026-06-05,0.2,0.0,0.0,0.0,10.82,21.66,9.85,0,2,0,0
Açucena - MG,2026-06-06,0.06,0.0,0.0,0.0,11.19,21.12,7.24,0,1,0,0
Açucena - MG,2026-06-07,0.06,0.0,0.0,0.0,11.9,22.31,6.32,0,1,0,0
Adamantina - SP,2026-05-29,0.0,0.0,0.0,0.0,16.1,27.82,11.99,0,0,0,0
Adamantina - SP,2026-05-30,0.02,0.0,0.0,0.0,16.47,28.1,8.31,0,0,0,0
Adamantina - SP,2026-05-31,0.0,0.0,0.0,0.0,16.29,28.24,7.96,0,0,0,0
Adamantina - SP,2026-06-01,0.05,0.0,0.0,0.0,16.48,27.89,9.92,0,0,0,0
Adamantina - SP,2026-06-02,0.0,0.0,0.0,0.0,14.38,25.95,13.35,0,0,0,0
Adamantina - SP,2026-06-03,0.0,0.0,0.0,0.0,15.35,26.09,15.9,0,0,0,0
Adamantina - SP,2026-06-04,0.0,0.0,0.0,0.0,15.1,27.09,17.79,0,0,0,0
Adamantina - SP,2026-06-05,0.0,0.0,0.0,0.0,12.98,24.95,18.0,0,0,0,0
Adamantina - SP,2026-06-06,0.0,0.0,0.0,0.0,12.81,24.56,14.18,0,0,0,0
Adamantina - SP,2026-06-07,0.0,0.0,0.0,0.0,12.62,25.46,10.89,0,0,0,0
Adelândia - GO,2026-05-29,0.0,0.0,0.0,0.0,19.7,27.57,7.75,0,0,0,1
Adelândia - GO,2026-05-30,0.0,0.0,0.0,0.0,17.82,28.82,6.4,0,1,0,0
Adelândia - GO,2026-05-31,0.0,0.0,0.0,0.0,17.63,29.17,8.23,0,1,0,0
Adelândia - GO,2026-06-01,0.02,0.0,0.0,0.0,17.13,29.2,9.54,0,0,0,0
Adelândia - GO,2026-06-02,0.0,0.0,0.0,0.0,16.45,28.92,12.11,0,0,0,0
Adelândia - GO,2026-06-03,0.0,0.0,0.0,0.0,16.92,28.81,10.96,0,0,0,0
Adelândia - GO,2026-06-04,0.0,0.0,0.0,0.0,16.63,28.94,10.45,0,0,0,0
Adelândia - GO,2026-06-05,0.0,0.0,0.0,0.0,14.51,27.29,12.64,0,0,0,0
Adelândia - GO,2026-06-06,0.0,0.0,0.0,0.0,13.56,25.59,10.16,0,0,0,0
Adelândia - GO,2026-06-07,0.0,0.01,0.0,0.0,13.19,26.49,7.24,0,0,0,0
Adolfo - SP,2026-05-29,0.0,0.0,0.0,0.0,15.7,26.85,11.34,0,0,0,0
Adolfo - SP,2026-05-30,0.0,0.0,0.0,0.0,16.41,27.38,8.1,0,0,0,0
Adolfo - SP,2026-05-31,0.0,0.0,0.0,0.0,15.6,27.02,7.38,0,0,0,0
Adolfo - SP,2026-06-01,0.0,0.0,0.0,0.0,15.54,26.51,10.08,0,0,0,0
Adolfo - SP,2026-06-02,0.0,0.0,0.0,0.0,14.32,24.51,13.96,0,0,0,0
Adolfo - SP,2026-06-03,0.0,0.0,0.0,0.0,15.54,25.66,15.82,0,0,0,0
Adolfo - SP,2026-06-04,0.0,0.0,0.0,0.0,14.95,26.03,17.55,0,0,0,0
Adolfo - SP,2026-06-05,0.0,0.0,0.0,0.0,12.91,23.88,17.62,0,0,0,0
Adolfo - SP,2026-06-06,0.0,0.0,0.0,0.0,12.34,23.75,13.04,0,0,0,0
Adolfo - SP,2026-06-07,0.0,0.0,0.0,0.0,12.19,24.59,8.12,0,0,0,0
Adrianópolis - PR,2026-05-29,0.25,0.07,0.21,0.5,13.26,18.41,8.53,3,3,3,3
Adrianópolis - PR,2026-05-30,0.52,0.01,0.0,0.0,12.1,19.47,3.98,3,2,0,3
Adrianópolis - PR,2026-05-31,0.11,0.0,0.0,0.01,11.92,20.77,3.32,3,1,1,3
Adrianópolis - PR,2026-06-01,0.3,0.0,0.23,0.37,13.57,20.3,5.78,3,1,3,3
Adrianópolis - PR,2026-06-02,0.7,0.09,0.11,0.06,11.98,18.26,6.45,3,2,2,3
Adrianópolis - PR,2026-06-03,0.54,0.3,0.63,0.72,13.76,18.22,9.11,3,3,3,3
Adrianópolis - PR,2026-06-04,1.26,0.48,0.35,0.26,12.16,17.53,11.37,3,2,3,3
Adrianópolis - PR,2026-06-05,0.61,0.05,0.05,0.02,9.88,16.85,10.41,2,2,1,3
Adrianópolis - PR,2026-06-06,0.09,0.0,0.0,0.0,7.34,17.84,4.52,2,2,0,2
Adrianópolis - PR,2026-06-07,0.0,0.01,0.0,0.0,7.87,19.87,3.83,2,0,0,0
Adustina - BA,2026-05-29,0.02,0.0,0.0,0.0,19.48,30.91,18.18,1,0,0,0
Adustina - BA,2026-05-30,0.0,0.0,0.0,0.25,20.88,30.97,17.88,1,0,0,2
Adustina - BA,2026-05-31,0.2,0.0,0.0,0.28,20.85,30.55,12.58,2,1,0,1
Adustina - BA,2026-06-01,0.66,0.33,0.09,0.29,21.35,29.73,12.86,2,1,0,2
Adustina - BA,2026-06-02,0.27,0.02,0.0,0.02,20.54,30.26,14.7,2,1,0,0
Adustina - BA,2026-06-03,0.34,0.14,0.29,0.64,21.92,30.09,16.29,2,1,1,3
Adustina - BA,2026-06-04,1.68,0.6,0.25,0.48,21.29,26.5,20.51,2,2,1,2
Adustina - BA,2026-06-05,0.96,0.45,0.02,0.17,20.16,26.82,20.02,2,2,1,2
Adustina - BA,2026-06-06,0.5,0.12,0.0,0.01,18.81,26.97,21.03,2,2,0,1
Adustina - BA,2026-06-07,0.3,0.01,0.0,0.0,18.59,27.56,16.19,2,2,0,0
Afogados da Ingazeira - PE,2026-05-29,0.0,0.0,0.0,0.0,20.13,29.88,13.49,0,2,0,0
Afogados da Ingazeira - PE,2026-05-30,0.72,0.99,0.43,0.12,20.47,28.85,20.53,3,1,1,1
Afogados da Ingazeira - PE,2026-05-31,0.0,0.0,0.01,0.0,19.38,30.21,15.42,1,1,0,0
Afogados da Ingazeira - PE,2026-06-01,0.0,0.0,0.05,0.0,19.79,30.3,14.44,1,1,0,0
Afogados da Ingazeira - PE,2026-06-02,0.0,0.0,0.04,0.0,20.42,30.54,13.25,0,0,0,0
Afogados da Ingazeira - PE,2026-06-03,0.27,0.62,0.35,0.2,21.01,30.0,15.34,1,2,1,2
Afogados da Ingazeira - PE,2026-06-04,0.29,0.13,0.12,0.3,20.45,28.69,24.24,3,1,1,3
Afogados da Ingazeira - PE,2026-06-05,0.29,0.1,0.1,0.2,19.6,27.26,24.4,3,2,1,3
Afogados da Ingazeira - PE,2026-06-06,0.25,0.02,0.03,0.07,18.59,26.12,25.67,3,3,1,2
Afogados da Ingazeira - PE,2026-06-07,0.07,0.0,0.0,0.0,17.97,26.52,23.74,3,3,0,0
Afonso Bezerra - RN,2026-05-29,0.33,0.39,1.14,6.77,24.29,31.19,19.91,0,2,2,2
Afonso Bezerra - RN,2026-05-30,1.68,0.18,0.03,0.0,23.13,29.63,16.71,3,2,1,0
Afonso Bezerra - RN,2026-05-31,0.0,0.0,0.03,0.0,22.73,32.77,17.9,0,0,0,0
Afonso Bezerra - RN,2026-06-01,0.0,0.0,0.02,0.0,22.76,33.3,16.29,0,1,0,0
Afonso Bezerra - RN,2026-06-02,0.02,0.33,0.34,0.21,23.98,32.54,11.62,0,2,1,0
Afonso Bezerra - RN,2026-06-03,1.66,1.82,0.41,0.1,23.88,30.59,12.04,0,1,0,0
Afonso Bezerra - RN,2026-06-04,0.73,1.31,0.14,0.02,23.73,31.75,19.42,1,1,1,0
Afonso Bezerra - RN,2026-06-05,0.11,0.17,0.13,0.08,23.66,32.07,20.95,0,2,1,1
Afonso Bezerra - RN,2026-06-06,0.02,0.07,0.16,0.05,23.31,32.22,19.21,0,2,1,1
Afonso Bezerra - RN,2026-06-07,0.0,0.02,0.08,0.0,22.56,31.9,22.08,0,2,0,0
Afonso Cláudio - ES,2026-05-29,0.14,0.02,0.04,0.02,15.92,23.72,9.0,2,2,2,2
Afonso Cláudio - ES,2026-05-30,0.12,0.0,0.0,0.0,15.22,22.32,3.72,2,2,0,0
Afonso Cláudio - ES,2026-05-31,0.14,0.11,0.0,0.0,15.82,26.39,6.23,0,1,0,0
Afonso Cláudio - ES,2026-06-01,0.39,0.48,0.8,0.3,16.57,26.45,5.0,0,0,0,2
Afonso Cláudio - ES,2026-06-02,1.42,0.77,0.06,0.0,15.76,23.82,8.68,1,1,0,1
Afonso Cláudio - ES,2026-06-03,0.24,0.0,0.0,0.0,14.73,23.88,11.27,0,1,0,1
Afonso Cláudio - ES,2026-06-04,0.54,0.02,0.0,0.0,13.7,21.5,13.75,1,1,1,1
Afonso Cláudio - ES,2026-06-05,0.01,0.0,0.0,0.0,11.51,20.41,17.27,0,0,0,0
Afonso Cláudio - ES,2026-06-06,0.0,0.0,0.01,0.0,10.84,21.09,13.76,0,1,0,0
Afonso Cláudio - ES,2026-06-07,0.01,0.0,0.0,0.0,12.03,22.46,6.53,0,1,0,0
Afonso Cunha - MA,2026-05-29,0.36,0.63,0.02,0.0,24.63,31.69,11.97,0,2,2,1
Afonso Cunha - MA,2026-05-30,0.21,0.48,0.63,0.23,24.32,32.07,11.14,0,1,2,2
Afonso Cunha - MA,2026-05-31,1.45,1.59,1.13,0.59,23.98,30.96,9.2,1,1,1,1
Afonso Cunha - MA,2026-06-01,2.57,1.21,0.24,0.19,23.6,30.23,6.78,1,1,1,1
Afonso Cunha - MA,2026-06-02,1.3,1.44,0.56,0.3,23.76,30.79,6.64,2,1,1,0
Afonso Cunha - MA,2026-06-03,1.3,1.32,0.5,0.11,23.73,30.91,8.03,1,1,0,0
Afonso Cunha - MA,2026-06-04,0.88,0.19,0.07,0.2,23.66,31.53,11.4,1,0,0,1
Afonso Cunha - MA,2026-06-05,0.08,0.0,0.0,0.04,23.69,31.32,11.12,0,1,0,2
Afonso Cunha - MA,2026-06-06,0.04,0.01,0.04,0.64,23.81,31.59,9.53,0,1,1,2
Afonso Cunha - MA,2026-06-07,0.09,0.0,0.0,0.0,23.44,31.12,9.65,1,1,1,0
Afrânio - PE,2026-05-29,0.0,0.0,0.0,0.0,22.48,31.69,26.55,2,0,0,0
Afrânio - PE,2026-05-30,0.0,0.0,0.0,0.02,21.63,32.35,25.12,0,0,0,0
Afrânio - PE,2026-05-31,0.0,0.0,0.0,0.0,22.1,31.8,26.1,1,0,0,0
Afrânio - PE,2026-06-01,0.0,0.0,0.0,0.0,22.23,31.48,21.7,0,0,0,0
Afrânio - PE,2026-06-02,0.03,0.0,0.01,0.0,22.32,31.04,22.18,1,1,0,0
Afrânio - PE,2026-06-03,0.0,0.0,0.03,0.1,21.85,31.41,24.11,0,1,0,1
Afrânio - PE,2026-06-04,0.14,0.03,0.05,0.07,21.1,29.06,31.12,3,2,1,1
Afrânio - PE,2026-06-05,0.05,0.0,0.01,0.01,20.07,28.35,30.53,3,3,0,0
Afrânio - PE,2026-06-06,0.01,0.0,0.0,0.0,19.63,28.97,29.47,2,2,0,0
Afrânio - PE,2026-06-07,0.0,0.01,0.0,0.0,20.0,29.46,28.49,0,1,0,0
Afuá - PA,2026-05-29,3.18,6.77,3.39,3.48,25.01,28.85,8.4,3,2,2,1
Afuá - PA,2026-05-30,6.81,3.11,3.25,3.07,24.66,28.53,10.53,2,1,0,1
Afuá - PA,2026-05-31,1.41,1.48,0.45,0.66,24.82,30.27,9.57,1,1,0,0
Afuá - PA,2026-06-01,2.85,2.0,1.71,2.61,24.85,30.08,6.93,0,1,1,1
Afuá - PA,2026-06-02,4.56,3.21,2.41,1.87,24.79,29.42,7.35,1,1,1,1
Afuá - PA,2026-06-03,2.39,1.45,0.69,0.87,24.98,30.25,10.89,1,1,0,0
Afuá - PA,2026-06-04,2.05,1.87,1.86,1.71,24.7,30.47,10.26,1,1,0,1
Afuá - PA,2026-06-05,2.22,3.2,4.3,4.27,24.66,30.1,7.76,1,1,1,1
Afuá - PA,2026-06-06,3.98,2.55,3.45,3.27,24.66,29.15,8.2,1,1,1,1
Afuá - PA,2026-06-07,5.73,2.93,3.22,3.8,24.75,28.65,8.76,1,1,1,1
Agrestina - PE,2026-05-29,0.98,0.04,0.15,0.93,20.73,25.44,16.76,2,2,2,3
Agrestina - PE,2026-05-30,2.69,1.02,0.2,0.17,19.94,24.25,14.86,3,2,3,3
Agrestina - PE,2026-05-31,0.32,0.0,0.0,0.35,19.85,26.96,13.39,2,1,1,3
Agrestina - PE,2026-06-01,0.57,0.0,0.0,0.0,18.91,26.86,12.03,2,1,1,2
Agrestina - PE,2026-06-02,0.35,0.13,0.02,0.44,20.48,26.7,12.68,1,2,1,3
Agrestina - PE,2026-06-03,3.06,2.13,0.77,1.16,20.67,24.81,13.66,2,2,3,3
Agrestina - PE,2026-06-04,2.1,0.78,0.5,0.81,20.1,24.41,18.03,2,2,3,3
Agrestina - PE,2026-06-05,1.44,0.62,0.2,0.48,19.41,23.95,17.61,2,2,2,3
Agrestina - PE,2026-06-06,1.26,0.41,0.05,0.29,18.53,23.19,18.36,3,2,2,3
Agrestina - PE,2026-06-07,0.96,0.22,0.0,0.16,18.0,23.06,17.9,3,3,2,2
Agricolândia - PI,2026-05-29,0.0,0.0,0.0,0.0,23.82,31.66,15.5,0,1,2,0
Agricolândia - PI,2026-05-30,0.0,0.0,0.0,0.09,23.35,32.35,12.95,0,1,1,1
Agricolândia - PI,2026-05-31,0.18,0.0,0.01,0.3,23.13,31.99,9.81,0,0,0,0
Agricolândia - PI,2026-06-01,0.3,0.0,0.0,0.08,22.88,31.95,6.87,0,0,0,0
Agricolândia - PI,2026-06-02,0.49,0.0,0.39,0.57,23.23,31.48,5.65,1,0,0,1
Agricolândia - PI,2026-06-03,0.62,0.01,0.06,0.12,23.32,31.59,7.42,1,0,1,1
Agricolândia - PI,2026-06-04,0.09,0.0,0.0,0.0,24.07,31.84,13.4,0,1,0,0
Agricolândia - PI,2026-06-05,0.01,0.0,0.0,0.0,23.38,31.35,16.31,0,2,0,1
Agricolândia - PI,2026-06-06,0.0,0.0,0.0,0.0,23.59,31.62,14.74,0,2,1,2
Agricolândia - PI,2026-06-07,0.0,0.0,0.0,0.0,23.12,31.21,13.9,0,2,1,0
Agrolândia - SC,2026-05-29,0.18,0.22,1.46,7.13,12.7,16.47,7.03,3,3,3,3
Agrolândia - SC,2026-05-30,0.89,0.0,0.0,0.0,10.16,17.16,3.27,3,3,0,3
Agrolândia - SC,2026-05-31,0.07,0.0,0.02,0.02,11.13,19.89,4.22,3,2,1,3
Agrolândia - SC,2026-06-01,0.2,0.01,0.34,0.29,12.35,18.86,4.11,3,1,2,3
Agrolândia - SC,2026-06-02,0.35,0.0,0.0,0.0,9.82,17.67,4.11,3,2,1,2
Agrolândia - SC,2026-06-03,0.74,0.35,0.3,0.25,12.6,16.53,7.42,3,3,3,3
Agrolândia - SC,2026-06-04,0.74,0.24,0.16,0.03,11.2,16.84,8.74,3,3,3,3
Agrolândia - SC,2026-06-05,0.26,0.0,0.0,0.0,8.54,16.54,7.23,2,3,1,3
Agrolândia - SC,2026-06-06,0.0,0.0,0.0,0.0,6.09,16.97,4.53,2,0,0,0
Agrolândia - SC,2026-06-07,0.0,0.01,0.0,0.0,6.75,18.56,3.61,1,0,0,0
Agronômica - SC,2026-05-29,0.23,0.15,1.14,7.12,13.54,17.44,6.49,3,3,3,3
Agronômica - SC,2026-05-30,0.83,0.0,0.02,0.0,10.66,18.1,2.42,3,3,0,3
Agronômica - SC,2026-05-31,0.0,0.0,0.05,0.07,11.7,20.77,3.45,3,1,1,3
Agronômica - SC,2026-06-01,0.16,0.0,0.38,0.27,12.89,19.67,5.25,3,2,2,3
Agronômica - SC,2026-06-02,0.31,0.0,0.01,0.02,10.7,18.54,3.93,3,2,1,2
Agronômica - SC,2026-06-03,0.75,0.44,0.41,0.36,13.16,17.34,6.98,3,3,3,3
Agronômica - SC,2026-06-04,0.78,0.29,0.2,0.05,12.29,17.81,9.26,3,3,3,3
Agronômica - SC,2026-06-05,0.34,0.0,0.0,0.0,9.19,17.63,6.81,3,3,1,3
Agronômica - SC,2026-06-06,0.0,0.0,0.0,0.0,6.56,18.09,3.27,3,0,0,1
Agronômica - SC,2026-06-07,0.0,0.01,0.0,0.0,7.06,19.15,2.71,2,0,0,1
Água Azul do Norte - PA,2026-05-29,0.07,0.02,0.0,0.0,23.29,31.94,11.73,0,1,0,1
Água Azul do Norte - PA,2026-05-30,0.05,0.04,0.0,0.0,22.82,31.6,11.44,0,1,0,1
Água Azul do Norte - PA,2026-05-31,0.0,0.04,0.15,0.41,23.2,31.58,9.58,0,1,1,1
Água Azul do Norte - PA,2026-06-01,0.61,0.27,0.32,0.53,22.76,31.08,7.0,1,1,0,0
Água Azul do Norte - PA,2026-06-02,0.72,0.32,0.23,0.71,22.67,30.63,9.21,1,1,0,1
Água Azul do Norte - PA,2026-06-03,1.62,1.09,0.73,0.41,22.6,29.53,9.82,1,1,1,1
Água Azul do Norte - PA,2026-06-04,0.51,0.27,0.13,0.01,22.85,31.03,14.26,0,1,0,1
Água Azul do Norte - PA,2026-06-05,0.08,0.03,0.0,0.0,22.23,31.57,13.96,0,1,0,0
Água Azul do Norte - PA,2026-06-06,0.0,0.0,0.0,0.0,21.56,31.25,12.28,0,2,0,0
Água Azul do Norte - PA,2026-06-07,0.0,0.0,0.0,0.0,21.78,31.52,9.1,0,2,0,0
Água Boa - MG,2026-05-29,0.15,0.0,0.07,0.21,16.57,23.04,9.61,3,3,1,2
Água Boa - MG,2026-05-30,0.31,0.06,0.0,0.0,15.0,21.63,7.27,3,2,0,0
Água Boa - MG,2026-05-31,0.01,0.0,0.0,0.0,15.92,26.11,5.39,0,0,0,0
Água Boa - MG,2026-06-01,0.15,0.02,0.05,0.17,15.69,26.58,4.72,0,0,0,0
Água Boa - MG,2026-06-02,0.59,0.09,0.59,0.41,16.38,24.82,7.07,3,0,0,3
Água Boa - MG,2026-06-03,0.59,0.08,0.34,0.13,15.32,23.63,7.92,2,1,0,2
Água Boa - MG,2026-06-04,0.3,0.0,0.14,0.15,14.1,22.94,9.6,2,2,0,2
Água Boa - MG,2026-06-05,0.23,0.0,0.0,0.0,11.07,21.73,10.41,1,1,0,0
Água Boa - MG,2026-06-06,0.0,0.0,0.0,0.0,11.19,20.9,9.32,0,0,0,0
Água Boa - MG,2026-06-07,0.0,0.01,0.0,0.0,12.06,22.34,6.64,0,1,0,0
Água Boa - MT,2026-05-29,0.0,0.0,0.0,0.0,22.48,31.82,9.9,0,0,0,0
Água Boa - MT,2026-05-30,0.0,0.0,0.0,0.0,20.28,31.47,7.46,0,0,0,0
Água Boa - MT,2026-05-31,0.0,0.0,0.0,0.0,20.29,32.02,7.19,0,1,0,0
Água Boa - MT,2026-06-01,0.0,0.0,0.0,0.0,20.32,31.8,7.6,0,1,0,0
Água Boa - MT,2026-06-02,0.0,0.0,0.0,0.0,20.54,31.98,10.28,0,0,0,0
Água Boa - MT,2026-06-03,0.0,0.0,0.0,0.0,20.23,31.91,12.69,0,0,0,0
Água Boa - MT,2026-06-04,0.0,0.0,0.0,0.0,20.41,32.16,10.78,0,0,0,0
Água Boa - MT,2026-06-05,0.0,0.0,0.0,0.0,18.38,31.01,10.83,0,0,0,0
Água Boa - MT,2026-06-06,0.0,0.0,0.0,0.0,16.47,29.31,9.64,0,0,0,0
Água Boa - MT,2026-06-07,0.0,0.0,0.0,0.0,16.47,29.24,6.5,0,0,0,0
Água Branca - PI,2026-05-29,0.0,0.0,0.0,0.0,23.67,31.79,14.74,0,1,2,0
Água Branca - PI,2026-05-30,0.0,0.0,0.0,0.09,23.32,32.53,14.64,0,1,1,1
Água Branca - PI,2026-05-31,0.02,0.0,0.0,0.23,23.07,32.17,11.64,0,1,0,0
Água Branca - PI,2026-06-01,0.12,0.0,0.0,0.03,22.94,32.23,7.35,0,0,0,1
Água Branca - PI,2026-06-02,0.35,0.0,0.34,0.59,23.54,31.73,5.94,0,0,0,1
Água Branca - PI,2026-06-03,0.43,0.0,0.01,0.09,23.38,32.03,8.02,0,0,1,1
Água Branca - PI,2026-06-04,0.05,0.0,0.0,0.0,24.29,32.12,16.05,0,1,0,0
Água Branca - PI,2026-06-05,0.0,0.0,0.0,0.0,23.48,31.6,17.98,0,2,0,0
Água Branca - PI,2026-06-06,0.0,0.0,0.0,0.0,23.59,31.81,16.49,0,1,1,2
Água Branca - PI,2026-06-07,0.0,0.01,0.0,0.0,23.15,31.46,15.54,0,2,1,0
Água Branca - PB,2026-05-29,0.0,0.0,0.0,0.0,20.92,30.04,19.69,0,2,0,0
Água Branca - PB,2026-05-30,0.69,1.04,0.48,0.05,21.03,29.1,23.94,2,1,2,1
Água Branca - PB,2026-05-31,0.0,0.0,0.0,0.0,20.01,30.27,16.75,0,1,0,0
Água Branca - PB,2026-06-01,0.0,0.0,0.01,0.0,20.38,30.36,16.36,0,1,0,0
Água Branca - PB,2026-06-02,0.0,0.0,0.02,0.0,20.98,30.6,14.7,0,1,1,0
Água Branca - PB,2026-06-03,0.28,0.69,0.3,0.09,21.45,30.19,18.5,0,1,1,1
Água Branca - PB,2026-06-04,0.26,0.03,0.02,0.06,20.79,29.06,27.45,2,1,0,2
Água Branca - PB,2026-06-05,0.18,0.02,0.02,0.04,19.94,27.76,27.74,2,2,0,2
Água Branca - PB,2026-06-06,0.12,0.0,0.01,0.01,19.03,26.81,29.77,2,2,0,1
Água Branca - PB,2026-06-07,0.02,0.0,0.0,0.0,18.56,27.18,28.04,1,2,0,0
Água Branca - AL,2026-05-29,0.0,0.0,0.0,0.1,20.13,30.1,19.32,0,0,0,1
Água Branca - AL,2026-05-30,0.33,0.0,0.0,0.23,20.38,29.97,18.5,3,1,0,1
Água Branca - AL,2026-05-31,0.02,0.0,0.02,0.34,20.92,30.36,15.65,2,0,0,2
Água Branca - AL,2026-06-01,0.28,0.11,0.12,0.24,21.04,30.01,13.01,2,1,0,2
Água Branca - AL,2026-06-02,0.0,0.0,0.01,0.11,20.73,30.35,15.15,2,0,0,0
Água Branca - AL,2026-06-03,0.33,0.34,0.3,0.62,21.76,29.94,16.28,2,1,0,3
Água Branca - AL,2026-06-04,0.98,0.96,0.61,0.77,21.1,27.72,23.15,2,2,2,3
Água Branca - AL,2026-06-05,0.8,0.68,0.56,0.48,20.23,27.2,20.89,2,2,2,3
Água Branca - AL,2026-06-06,0.54,0.28,0.16,0.26,19.41,26.75,21.74,3,2,2,2
Água Branca - AL,2026-06-07,0.38,0.04,0.0,0.09,18.9,26.87,19.25,3,3,1,0
Água Clara - MS,2026-05-29,0.0,0.0,0.0,0.0,17.63,29.66,10.62,0,0,0,0
Água Clara - MS,2026-05-30,0.03,0.0,0.0,0.0,17.78,29.94,7.01,0,0,0,0
Água Clara - MS,2026-05-31,0.0,0.0,0.0,0.0,17.92,29.21,6.09,0,0,0,0
Água Clara - MS,2026-06-01,0.07,0.05,0.0,0.0,17.69,29.14,7.34,0,0,0,0
Água Clara - MS,2026-06-02,0.0,0.0,0.0,0.0,15.92,28.54,11.29,0,0,0,0
Água Clara - MS,2026-06-03,0.0,0.0,0.0,0.0,14.63,26.13,9.91,0,0,0,0
Água Clara - MS,2026-06-04,0.0,0.0,0.0,0.0,16.63,28.09,12.69,0,0,0,0
Água Clara - MS,2026-06-05,0.0,0.0,0.0,0.0,14.26,26.54,12.82,0,0,0,0
Água Clara - MS,2026-06-06,0.0,0.0,0.0,0.0,13.25,25.44,9.69,0,0,0,0
Água Clara - MS,2026-06-07,0.0,0.0,0.0,0.0,13.12,26.24,6.38,0,0,0,0
Água Comprida - MG,2026-05-29,0.04,0.0,0.11,0.12,19.51,27.85,5.95,0,1,1,2
Água Comprida - MG,2026-05-30,0.46,0.08,0.0,0.0,17.13,27.72,8.91,0,0,0,0
Água Comprida - MG,2026-05-31,0.0,0.0,0.0,0.0,15.13,27.71,7.29,0,0,0,0
Água Comprida - MG,2026-06-01,0.0,0.0,0.0,0.0,13.98,27.14,8.8,0,0,0,0
Água Comprida - MG,2026-06-02,0.0,0.0,0.0,0.0,13.13,26.04,6.96,0,0,0,0
Água Comprida - MG,2026-06-03,0.0,0.0,0.0,0.0,15.51,27.06,8.79,0,0,0,0
Água Comprida - MG,2026-06-04,0.0,0.0,0.0,0.0,13.85,26.37,9.97,0,0,0,0
Água Comprida - MG,2026-06-05,0.0,0.0,0.0,0.0,11.98,23.95,9.8,0,0,0,0
